track_id,artist_id,release_date,genre_id,topic_1,topic_2,topic_3,feature_1,feature_2,feature_3
16,13,1951,1,"(3, 0.3918787086344464)","(14, 0.2946503844236732)","(15, 0.0349224253450026)",instrumentalness,valence,loudness
17,13,1951,1,"(10, 0.6006329459604957)","(12, 0.2491536893758469)","(4, 0.0655066148157368)",acousticness,instrumentalness,danceability
18,13,1951,1,"(2, 0.3781187914066113)","(11, 0.1355515038347023)","(9, 0.0937245465480812)",acousticness,instrumentalness,valence
19,14,1952,1,"(8, 0.4635940269865534)","(2, 0.4323963105509871)","(16, 0.0411562553703961)",acousticness,instrumentalness,loudness
20,14,1952,1,"(16, 0.4264571683737991)","(6, 0.3096002197529346)","(10, 0.0722088930404967)",acousticness,valence,loudness
21,15,1952,1,"(15, 0.4353507225281198)","(2, 0.3928207515486527)","(7, 0.0706504229977462)",acousticness,loudness,valence
22,12,1952,1,"(2, 0.3363648731640802)","(8, 0.13830556995641)","(14, 0.1284320559476532)",acousticness,loudness,valence
23,12,1952,1,"(7, 0.3934706726152527)","(8, 0.2642688521807501)","(4, 0.1292796239070506)",acousticness,valence,loudness
24,13,1952,1,"(10, 0.3653028014143746)","(12, 0.2567574123604428)","(6, 0.1546681287113024)",acousticness,loudness,danceability
25,1,1952,1,"(10, 0.3837209697868745)","(12, 0.144411369410067)","(16, 0.0831517768846605)",acousticness,loudness,danceability
26,16,1952,1,"(4, 0.3196568853447825)","(10, 0.2603837535427835)","(15, 0.1997455066222846)",valence,acousticness,loudness
27,16,1952,1,"(10, 0.5557323970856449)","(12, 0.2603666490606726)","(8, 0.0461677083999398)",acousticness,instrumentalness,valence
28,14,1952,1,"(9, 0.68816714613735)","(12, 0.1225690357640469)","(11, 0.0649381326340653)",acousticness,valence,danceability
29,16,1952,1,"(12, 0.4074683287930781)","(3, 0.362443413484975)","(8, 0.0589334470973716)",acousticness,instrumentalness,loudness
30,16,1953,1,"(2, 0.339023116705531)","(15, 0.2977878008958245)","(8, 0.1735710108911001)",acousticness,instrumentalness,loudness
31,16,1953,1,"(2, 0.383725256891939)","(13, 0.2638143823098425)","(8, 0.2357325488378189)",acousticness,loudness,valence
32,14,1953,1,"(15, 0.5865479901385906)","(3, 0.3388906036848872)","(7, 0.00438596601905)",acousticness,valence,loudness
33,14,1953,1,"(7, 0.3595582734572387)","(12, 0.190711502957831)","(2, 0.1097665950668667)",acousticness,valence,loudness
34,1,1953,1,"(3, 0.4147724225831871)","(5, 0.2049402745069763)","(11, 0.108254146228342)",acousticness,danceability,valence
35,12,1953,1,"(3, 0.4213088077671624)","(8, 0.1813239285013621)","(13, 0.1379589019267674)",acousticness,valence,loudness
36,13,1953,1,"(10, 0.4586241172478544)","(3, 0.1485608684383333)","(9, 0.1361841419094763)",valence,danceability,loudness
37,13,1953,1,"(7, 0.325737060186728)","(10, 0.2182810742407309)","(3, 0.1584370038236516)",valence,danceability,loudness
38,17,1953,1,"(11, 0.3820738983183802)","(3, 0.3357084783203952)","(2, 0.0661922057886767)",acousticness,valence,loudness
39,18,1953,1,"(9, 0.414400009463688)","(1, 0.2655701149239978)","(11, 0.094683328920429)",acousticness,instrumentalness,loudness
40,19,1953,1,"(4, 0.3230772961584687)","(10, 0.2608284151445135)","(7, 0.1051637478109688)",acousticness,valence,loudness
41,16,1954,1,"(3, 0.7915047479659072)","(5, 0.0035087724586971)","(8, 0.0035087722399431)",acousticness,loudness,danceability
42,16,1954,1,"(2, 0.7644234903064051)","(15, 0.1361613040694914)","(11, 0.0058479535933602)",acousticness,instrumentalness,valence
43,2,1954,1,"(2, 0.3311937227324569)","(8, 0.16080865915999)","(15, 0.1255612083244321)",acousticness,valence,loudness
44,14,1954,1,"(7, 0.3022281406364407)","(14, 0.2841961875721716)","(8, 0.2737548728428374)",acousticness,loudness,valence
45,20,1954,1,"(3, 0.592210311943553)","(12, 0.1760855858884693)","(15, 0.1308718518262664)",acousticness,valence,danceability
46,21,1954,1,"(10, 0.3229669493884643)","(15, 0.3130895205076863)","(12, 0.2551670520650044)",acousticness,loudness,danceability
47,22,1954,1,"(15, 0.4321448015317837)","(3, 0.3559572805248189)","(4, 0.1107375533344195)",valence,acousticness,danceability
48,23,1954,1,"(10, 0.3990760308908652)","(7, 0.2412970788166678)","(13, 0.182098376231758)",acousticness,loudness,danceability
49,11,1954,1,"(10, 0.5603135113055258)","(13, 0.1751506871860488)","(6, 0.0964046979646531)",acousticness,danceability,loudness
50,24,1954,1,"(10, 0.3784025745856744)","(11, 0.3706351081284882)","(12, 0.1153151796447296)",acousticness,danceability,loudness
51,24,1954,1,"(2, 0.3759042899935524)","(11, 0.2386175289246446)","(3, 0.1722987864727136)",acousticness,danceability,valence
52,16,1954,1,"(2, 0.4774990126290759)","(12, 0.2332599988521266)","(5, 0.1141645436995023)",acousticness,instrumentalness,loudness
53,25,1954,1,"(9, 0.3288172849785105)","(2, 0.219531206781843)","(1, 0.1670886179902593)",acousticness,valence,loudness
54,26,1954,1,"(10, 0.408399713865356)","(4, 0.156699819668958)","(15, 0.1321732837410021)",loudness,valence,danceability
55,16,1955,1,"(15, 0.4840985069053761)","(9, 0.1773148688258188)","(8, 0.1080853906532972)",acousticness,valence,loudness
56,15,1955,1,"(15, 0.3722341927223158)","(10, 0.3084477905099275)","(8, 0.1749390458400773)",valence,acousticness,loudness
57,3,1955,1,"(15, 0.5375490868271245)","(8, 0.1903751188131971)","(7, 0.119214288209542)",acousticness,loudness,danceability
58,13,1955,1,"(12, 0.3595617486216244)","(3, 0.3363568018589156)","(7, 0.1659975817253197)",danceability,loudness,valence
59,13,1955,1,"(2, 0.3449721251958585)","(12, 0.1876154964739072)","(14, 0.1569664481381096)",acousticness,danceability,loudness
60,2,1955,1,"(2, 0.3258093603694923)","(3, 0.221627553603152)","(10, 0.1524720074203089)",acousticness,loudness,danceability
61,27,1955,1,"(10, 0.3586189801726805)","(11, 0.1732992013002341)","(12, 0.0131512421623437)",energy,valence,acousticness
62,13,1955,1,"(4, 0.3268807650707874)","(15, 0.1916825619380646)","(7, 0.1674457257646285)",acousticness,instrumentalness,valence
63,16,1955,1,"(15, 0.4752766770940564)","(8, 0.4343846317467736)","(13, 0.0342990254844138)",acousticness,loudness,valence
64,28,1955,1,"(2, 0.3218913371341397)","(12, 0.2325379156932203)","(8, 0.1244495561823133)",acousticness,valence,danceability
65,28,1956,1,"(9, 0.5887757132473507)","(8, 0.1417194929460095)","(12, 0.1416847442127227)",acousticness,loudness,valence
66,28,1956,1,"(11, 0.4838283316549186)","(9, 0.3043972912955797)","(8, 0.1366110250359004)",acousticness,danceability,loudness
67,16,1956,1,"(9, 0.667948210221278)","(8, 0.1837003175719582)","(16, 0.1015678450831214)",acousticness,valence,loudness
68,27,1956,1,"(4, 0.4004640906861412)","(13, 0.1163055694708755)","(6, 0.104720025385378)",valence,danceability,energy
69,16,1956,1,"(15, 0.5208076581145518)","(13, 0.3892100030818557)","(16, 0.0683898953976181)",acousticness,valence,danceability
70,16,1956,1,"(2, 0.4543602407244315)","(15, 0.2490434165882045)","(16, 0.0949867089991913)",acousticness,loudness,valence
71,29,1956,1,"(15, 0.4815679936219461)","(16, 0.1804652137366199)","(7, 0.1638588884132265)",acousticness,loudness,valence
72,24,1956,1,"(4, 0.3521254330057736)","(12, 0.2090899615997924)","(7, 0.1462082222475888)",acousticness,loudness,danceability
73,29,1956,1,"(7, 0.339290188501554)","(3, 0.3243239392229354)","(8, 0.2579811654915599)",acousticness,loudness,valence
74,30,1956,1,"(15, 0.325419481974091)","(14, 0.1217467778348267)","(7, 0.1002746713627756)",energy,loudness,valence
75,31,1956,1,"(3, 0.3120174619435173)","(8, 0.1718473352521575)","(15, 0.1627770503738453)",acousticness,valence,danceability
76,8,1956,1,"(15, 0.3504984941380737)","(12, 0.2612965274571121)","(2, 0.215614979737774)",acousticness,loudness,energy
77,29,1956,1,"(2, 0.3386845538677975)","(15, 0.1502822308721061)","(3, 0.1294150630994395)",acousticness,loudness,danceability
78,29,1956,1,"(7, 0.3251048927041413)","(8, 0.2153464259630267)","(13, 0.1413004573178247)",acousticness,loudness,danceability
79,29,1956,1,"(3, 0.489068570444263)","(8, 0.2955952026512197)","(15, 0.1467099210569057)",acousticness,loudness,valence
80,24,1956,1,"(15, 0.384194998580747)","(7, 0.2217049931948952)","(3, 0.162519432171023)",acousticness,valence,danceability
81,32,1956,1,"(15, 0.5998142912434665)","(7, 0.1178355168962384)","(10, 0.0052631591665208)",acousticness,loudness,danceability
82,32,1956,1,"(7, 0.5269438187865045)","(3, 0.2202874756164288)","(12, 0.1862230307603152)",acousticness,loudness,danceability
83,32,1956,1,"(15, 0.5028758680219705)","(12, 0.265351375225532)","(7, 0.1329949846751617)",acousticness,loudness,energy
84,24,1956,1,"(9, 0.4166150616589449)","(11, 0.2570208488796823)","(10, 0.1095565709283021)",valence,acousticness,loudness
85,31,1956,1,"(2, 0.3508969622378446)","(7, 0.1661981147658866)","(4, 0.1265044325568239)",acousticness,valence,danceability
86,24,1956,1,"(2, 0.6060733234695204)","(11, 0.3557758671830705)","(12, 0.0238778385821854)",valence,acousticness,loudness
87,32,1956,1,"(12, 0.3566216153029621)","(15, 0.3437128960650033)","(3, 0.1305817274450949)",acousticness,loudness,energy
88,29,1956,1,"(8, 0.5269133302983976)","(7, 0.4399482677926991)","(4, 0.0019493178724607)",acousticness,loudness,danceability
89,8,1956,1,"(10, 0.4500944038578396)","(7, 0.287749785737504)","(12, 0.1494904624380642)",acousticness,loudness,energy
90,33,1956,1,"(7, 0.4609988673707866)","(13, 0.2028997894932946)","(15, 0.1670549185687992)",acousticness,danceability,loudness
91,29,1956,1,"(15, 0.4042493394446222)","(7, 0.2401099592035576)","(3, 0.2142448396201695)",acousticness,loudness,valence
92,31,1956,1,"(9, 0.3144456113518388)","(14, 0.2415815936325325)","(11, 0.2032080820849582)",valence,acousticness,danceability
93,8,1956,1,"(10, 0.4625783485559946)","(12, 0.304065332626059)","(14, 0.164844576698814)",acousticness,loudness,energy
94,29,1956,1,"(3, 0.5094771869744168)","(15, 0.2357382625881103)","(16, 0.068268065767791)",acousticness,loudness,valence
95,29,1956,1,"(10, 0.779557129971223)","(14, 0.0021929830925204)","(2, 0.0021929827138653)",acousticness,loudness,danceability
96,29,1956,1,"(10, 0.3138875547099057)","(7, 0.276172060712695)","(3, 0.2211333847008755)",acousticness,loudness,valence
97,32,1956,1,"(7, 0.7065372161094341)","(11, 0.1050305035979079)","(14, 0.0831691219727246)",acousticness,loudness,energy
98,32,1956,1,"(10, 0.3121617947527484)","(15, 0.1518897241795903)","(16, 0.1010689942844911)",acousticness,loudness,energy
99,31,1956,1,"(9, 0.5589386913005219)","(2, 0.1256899686424195)","(14, 0.0833904510281798)",acousticness,loudness,valence
100,17,1956,1,"(7, 0.423573024415914)","(12, 0.2720577281654081)","(10, 0.1700827217703149)",acousticness,valence,loudness
101,2,1956,1,"(3, 0.4124483614067454)","(14, 0.1970854291701857)","(12, 0.1466571681705576)",acousticness,loudness,danceability
102,34,1957,1,"(2, 0.5317551269666365)","(4, 0.1714953928817781)","(14, 0.1145156917846486)",energy,loudness,danceability
103,35,1957,1,"(10, 0.4993927319876392)","(15, 0.3732295081401584)","(4, 0.0907644861861243)",valence,loudness,danceability
104,24,1957,1,"(7, 0.4510826049339411)","(8, 0.4218029959098429)","(12, 0.0920266782125856)",acousticness,valence,loudness
105,24,1957,1,"(6, 0.4778308933945334)","(3, 0.4229631801666036)","(2, 0.06028820491101)",valence,acousticness,loudness
106,35,1957,1,"(7, 0.5296959389201333)","(12, 0.1551009748750353)","(3, 0.0040485835385988)",acousticness,loudness,danceability
107,8,1957,1,"(3, 0.4784494458282053)","(8, 0.1835490581575929)","(12, 0.1198866622530046)",acousticness,loudness,energy
108,8,1957,1,"(7, 0.7595204232655838)","(12, 0.0867920617414941)","(3, 0.0719385852463866)",acousticness,loudness,energy
109,16,1957,1,"(10, 0.4668445956434445)","(4, 0.138956819076316)","(15, 0.1373287936851905)",valence,acousticness,loudness
110,36,1957,1,"(15, 0.4614069859158885)","(14, 0.2635563567895793)","(8, 0.1504463006655464)",acousticness,instrumentalness,loudness
111,37,1957,1,"(7, 0.4883457300011957)","(4, 0.1739508464514844)","(1, 0.0617483930459246)",danceability,loudness,acousticness
112,8,1957,1,"(15, 0.6135392805556101)","(13, 0.1589568527830088)","(8, 0.0876725528511827)",acousticness,loudness,energy
113,8,1957,1,"(15, 0.7499902875847149)","(1, 0.0953825818898828)","(3, 0.0522821425191498)",acousticness,loudness,energy
114,37,1957,1,"(3, 0.386018502627552)","(4, 0.2826692816571459)","(12, 0.2471016873150343)",valence,loudness,energy
115,35,1957,1,"(7, 0.4733998369959279)","(1, 0.311878634226881)","(3, 0.1018812414522075)",valence,loudness,danceability
116,24,1957,1,"(15, 0.3243764671431313)","(10, 0.1779369735034722)","(12, 0.1729232098799948)",acousticness,loudness,danceability
117,24,1957,1,"(3, 0.4953725441937937)","(6, 0.1321160437753087)","(16, 0.1105611549574733)",valence,acousticness,danceability
118,19,1957,1,"(7, 0.3148374360695862)","(15, 0.2336975949953521)","(10, 0.1596742267705498)",acousticness,loudness,danceability
119,37,1957,1,"(7, 0.4143059714294237)","(8, 0.2565091386868667)","(1, 0.1665856108095688)",valence,loudness,energy
120,37,1957,1,"(8, 0.4109768221326594)","(7, 0.3002505899162079)","(1, 0.1529861134499975)",acousticness,valence,loudness
121,19,1957,1,"(3, 0.3541260733482005)","(4, 0.183738378695301)","(12, 0.1559161413872046)",acousticness,loudness,energy
122,11,1957,1,"(7, 0.3234073359703971)","(12, 0.2814232442701386)","(8, 0.1545270863573646)",acousticness,loudness,danceability
123,19,1957,1,"(3, 0.3554726462608123)","(15, 0.1585960731419905)","(12, 0.1543511538065015)",loudness,acousticness,energy
124,19,1957,1,"(7, 0.307285798930752)","(15, 0.1587342379989891)","(12, 0.1579243323761039)",loudness,acousticness,valence
125,38,1957,1,"(7, 0.3364435595634993)","(11, 0.3229751350553979)","(3, 0.0856457863832747)",valence,acousticness,loudness
126,11,1957,1,"(4, 0.4638688746077377)","(8, 0.0954477762512441)","(16, 0.0782911503573679)",acousticness,danceability,loudness
127,11,1957,1,"(7, 0.4060589702111462)","(10, 0.1214320706048052)","(15, 0.0989297446078671)",acousticness,danceability,valence
128,11,1957,1,"(3, 0.4535900934175064)","(7, 0.2400477542697691)","(16, 0.1208185025330617)",acousticness,danceability,loudness
129,15,1957,1,"(15, 0.3499374550421937)","(10, 0.2332025951405612)","(12, 0.1534560868713918)",valence,danceability,loudness
130,33,1957,1,"(15, 0.4309759531740375)","(7, 0.3143241145736582)","(8, 0.1068053179787702)",valence,acousticness,loudness
131,12,1957,1,"(2, 0.3788160276413716)","(13, 0.1510275343899517)","(1, 0.1340857292644154)",valence,acousticness,loudness
132,37,1957,1,"(15, 0.6276115407232756)","(7, 0.2340689924973)","(10, 0.0043859660409251)",acousticness,loudness,valence
133,8,1957,1,"(2, 0.3575085395829466)","(3, 0.242940252338741)","(14, 0.2075133070307023)",acousticness,loudness,energy
134,19,1957,1,"(3, 0.4591839257000807)","(10, 0.2472037021641749)","(15, 0.1936776549194921)",loudness,acousticness,danceability
135,11,1957,1,"(7, 0.6918134649890829)","(12, 0.1222390315586286)","(4, 0.1000448786149365)",acousticness,loudness,valence
136,24,1957,1,"(15, 0.3308426573156505)","(8, 0.2782128084871143)","(9, 0.1559139699292766)",acousticness,valence,danceability
137,39,1957,1,"(15, 0.3162970773942071)","(8, 0.2633488454269601)","(12, 0.0734127203795137)",valence,acousticness,loudness
138,39,1957,1,"(9, 0.5299379148830846)","(8, 0.1729060204713605)","(3, 0.1213451386526162)",acousticness,loudness,danceability
139,33,1957,1,"(7, 0.4947100818404727)","(15, 0.3130683563324076)","(12, 0.088447239711742)",acousticness,valence,loudness
140,39,1957,1,"(3, 0.3884501923235356)","(2, 0.2428729152198386)","(12, 0.1279973179157571)",valence,acousticness,loudness
141,40,1957,1,"(9, 0.3248234510640274)","(11, 0.2168559849167057)","(2, 0.1937485898069953)",acousticness,danceability,loudness
142,41,1957,1,"(15, 0.3758580541039486)","(12, 0.180838472969566)","(10, 0.1779821521157921)",acousticness,instrumentalness,loudness
143,13,1957,1,"(15, 0.450466326380432)","(3, 0.201661884998358)","(7, 0.1711812983830253)",acousticness,instrumentalness,loudness
144,42,1957,1,"(4, 0.430837710693542)","(12, 0.1380456625878629)","(11, 0.1100576553031154)",loudness,instrumentalness,energy
145,29,1957,1,"(15, 0.3032309243139256)","(12, 0.2990999358867975)","(11, 0.1936511550331467)",acousticness,loudness,valence
146,29,1957,1,"(15, 0.3859977826333193)","(14, 0.363914815341016)","(7, 0.2149996818451702)",acousticness,loudness,danceability
147,33,1957,1,"(9, 0.3422144769422062)","(14, 0.1544353636299156)","(2, 0.1154528962081574)",valence,acousticness,danceability
148,12,1958,1,"(2, 0.5622664215975589)","(13, 0.2228899564913543)","(11, 0.0892422718259408)",acousticness,valence,instrumentalness
149,29,1958,1,"(15, 0.4654260435719071)","(7, 0.2584456429479626)","(14, 0.1062207541538306)",acousticness,loudness,energy
150,6,1958,1,"(2, 0.4218992157646962)","(15, 0.1955678501631301)","(10, 0.187561779560084)",acousticness,valence,danceability
151,6,1958,1,"(8, 0.4083506499800666)","(10, 0.3481123764575028)","(15, 0.2111483087509646)",acousticness,loudness,danceability
152,6,1958,1,"(7, 0.4258475763801395)","(3, 0.2812226334567236)","(6, 0.1407532622883115)",acousticness,danceability,loudness
153,6,1958,1,"(10, 0.6359435377402494)","(3, 0.1595839938506228)","(13, 0.119970345035866)",acousticness,loudness,valence
154,8,1958,1,"(7, 0.5271195333057261)","(15, 0.1484641325188443)","(11, 0.1057928504507126)",acousticness,loudness,energy
155,43,1958,1,"(3, 0.3156118758982079)","(1, 0.1627373992590928)","(2, 0.1334445683950994)",acousticness,loudness,valence
156,43,1958,1,"(10, 0.4023461821834604)","(15, 0.2150519460584447)","(3, 0.1133736909096076)",acousticness,valence,loudness
157,2,1958,1,"(15, 0.4554865573007128)","(7, 0.281641994894861)","(10, 0.0888180364269198)",acousticness,loudness,energy
158,25,1958,1,"(15, 0.4395134147121795)","(3, 0.3325263974662099)","(7, 0.1753545513362706)",acousticness,valence,loudness
159,17,1958,1,"(9, 0.3457912775159736)","(14, 0.1844595121278115)","(4, 0.129547936945836)",acousticness,valence,loudness
160,44,1958,1,"(15, 0.4121615595306616)","(5, 0.1718980407815153)","(4, 0.1166114420407746)",acousticness,danceability,valence
161,35,1958,1,"(4, 0.505625110137906)","(7, 0.2040250581133039)","(5, 0.1656644690978569)",acousticness,loudness,danceability
162,2,1958,1,"(15, 0.3074748843458414)","(10, 0.181858839599018)","(3, 0.156222032652414)",valence,acousticness,loudness
163,45,1958,1,"(8, 0.5316523794433929)","(7, 0.3211859278623074)","(10, 0.1088841800940491)",acousticness,loudness,valence
164,35,1958,1,"(9, 0.3009276182539337)","(10, 0.1276055971280229)","(1, 0.1245454644012736)",valence,energy,loudness
165,46,1958,1,"(7, 0.4073527774687731)","(15, 0.2615943847363182)","(3, 0.2191717841504676)",acousticness,loudness,valence
166,8,1958,1,"(7, 0.3535080192935739)","(12, 0.2754851324479536)","(15, 0.1986730927914087)",acousticness,loudness,energy
167,35,1958,1,"(15, 0.3679905622093117)","(7, 0.2798923914218929)","(8, 0.221972770193903)",loudness,acousticness,danceability
168,35,1958,1,"(4, 0.3805237935469625)","(5, 0.0702545884003152)","(16, 0.0599955740983042)",valence,loudness,energy
169,36,1958,1,"(7, 0.4897213938742112)","(10, 0.2564506014521355)","(15, 0.1159908396788208)",valence,loudness,danceability
170,32,1958,1,"(15, 0.621789903532383)","(7, 0.1822297978579142)","(14, 0.1538750341583357)",acousticness,loudness,energy
171,47,1958,1,"(8, 0.583411959780828)","(3, 0.3463806274700237)","(16, 0.0019493179892351)",energy,loudness,danceability
172,8,1958,1,"(7, 0.5451938802446861)","(3, 0.3859802067495245)","(8, 0.0040485836286606)",acousticness,loudness,energy
173,45,1958,1,"(14, 0.4628251265303735)","(4, 0.3527412170901156)","(5, 0.0957987619513091)",valence,danceability,loudness
174,47,1958,1,"(4, 0.7164797210265242)","(3, 0.147484175578514)","(13, 0.0881802621085419)",valence,loudness,danceability
175,8,1958,1,"(7, 0.4081430298400501)","(12, 0.2655402106081711)","(3, 0.1531315354527316)",acousticness,loudness,valence
176,47,1958,1,"(16, 0.4910251261215315)","(8, 0.2688121675172054)","(7, 0.1247684309293221)",acousticness,valence,loudness
177,8,1958,1,"(10, 0.3407264284666399)","(11, 0.2841702222568616)","(7, 0.1408896184855621)",valence,acousticness,loudness
178,8,1958,1,"(7, 0.3912859238245295)","(4, 0.2671480065978952)","(5, 0.0800388343405478)",acousticness,loudness,valence
179,48,1958,1,"(7, 0.4806709709527161)","(15, 0.1861367886009041)","(16, 0.1787782718420188)",loudness,acousticness,energy
180,8,1958,1,"(15, 0.3897445791592219)","(10, 0.2037439485562001)","(7, 0.158153626333486)",acousticness,loudness,energy
181,47,1958,1,"(7, 0.6085380962232687)","(10, 0.2148132201426502)","(16, 0.0894172217587933)",loudness,danceability,valence
182,35,1958,1,"(15, 0.5267452654823582)","(6, 0.3049269858629383)","(5, 0.1206772575728126)",valence,acousticness,loudness
183,2,1958,1,"(2, 0.3232197004112204)","(3, 0.1941478881935291)","(1, 0.1933166681362303)",acousticness,loudness,danceability
184,47,1958,1,"(10, 0.3488497315753681)","(3, 0.20554820506961)","(15, 0.1662962219443148)",danceability,loudness,valence
185,47,1958,1,"(4, 0.6982620024940426)","(10, 0.1436698527895485)","(15, 0.06147112541543)",valence,loudness,danceability
186,8,1958,1,"(10, 0.386552757711334)","(9, 0.1911792754438847)","(15, 0.1209141990272134)",loudness,acousticness,energy
187,47,1958,1,"(1, 0.3958990068362459)","(15, 0.3333750270767278)","(6, 0.1832917499833316)",valence,acousticness,loudness
188,47,1958,1,"(3, 0.3847806695212057)","(7, 0.2779150259198474)","(15, 0.1805391275522994)",loudness,valence,danceability
189,49,1958,1,"(7, 0.4819592687581827)","(15, 0.2883321706772324)","(13, 0.1348506876508)",valence,loudness,acousticness
190,46,1958,1,"(4, 0.4684603520221655)","(16, 0.2120655235995335)","(15, 0.1838705647164884)",acousticness,loudness,valence
191,46,1958,1,"(9, 0.3032899510301752)","(2, 0.1566428228553074)","(7, 0.1244617017376964)",acousticness,loudness,valence
192,47,1958,1,"(10, 0.335236089842265)","(7, 0.3115939580114764)","(12, 0.1602058748388128)",valence,loudness,danceability
193,47,1958,1,"(7, 0.7544243755561553)","(3, 0.1461604170542436)","(8, 0.0058479540228874)",acousticness,loudness,valence
194,47,1958,1,"(1, 0.5086729023464789)","(3, 0.31169750297764)","(12, 0.132845967672549)",valence,acousticness,loudness
195,6,1958,1,"(4, 0.306131925167927)","(10, 0.2447466556698702)","(15, 0.2257700342957295)",acousticness,loudness,danceability
196,23,1958,1,"(15, 0.5095761922808572)","(1, 0.1534208827295847)","(8, 0.1125025050872886)",acousticness,loudness,danceability
197,23,1958,1,"(10, 0.518070806330152)","(15, 0.2489058586495838)","(12, 0.2089631843416913)",valence,acousticness,loudness
198,29,1958,1,"(15, 0.4178634347061999)","(12, 0.3569197720952783)","(10, 0.1542380714928951)",acousticness,loudness,valence
199,29,1958,1,"(10, 0.3828773996950827)","(7, 0.3476291859358266)","(12, 0.1715327028199406)",acousticness,loudness,energy
200,29,1958,1,"(4, 0.4620853005961301)","(10, 0.2621150777573668)","(12, 0.1313132017534564)",acousticness,loudness,danceability
201,29,1958,1,"(3, 0.4100421916611929)","(8, 0.2101754904045874)","(6, 0.1591427431684183)",acousticness,loudness,danceability
202,50,1958,1,"(13, 0.3810980103319607)","(3, 0.3202612995761731)","(10, 0.149442765619636)",acousticness,instrumentalness,loudness
203,32,1958,1,"(15, 0.5096513105518997)","(7, 0.3093650196482027)","(16, 0.0658416911105092)",acousticness,loudness,energy
204,29,1958,1,"(12, 0.3178789848412888)","(15, 0.3084624935655309)","(16, 0.2245110854548122)",acousticness,loudness,danceability
205,29,1958,1,"(4, 0.6325720163974969)","(3, 0.1849784584626258)","(7, 0.0891151275085692)",acousticness,valence,loudness
206,35,1958,1,"(3, 0.4330309580129603)","(1, 0.1351831345464049)","(14, 0.0978033375732666)",energy,valence,loudness
207,35,1958,1,"(11, 0.5694518643461977)","(2, 0.3327445393254723)","(1, 0.0404386481055777)",valence,energy,loudness
208,2,1958,1,"(15, 0.3228244300687699)","(12, 0.1905667145269534)","(10, 0.1581769963715682)",acousticness,danceability,loudness
209,29,1958,1,"(15, 0.5640615755750864)","(7, 0.1267473327416665)","(2, 0.1008495702819829)",acousticness,loudness,valence
210,51,1958,1,"(3, 0.3663435253597172)","(11, 0.3411338126343828)","(4, 0.0037593991310351)",valence,loudness,danceability
211,8,1958,1,"(10, 0.5466380342099968)","(9, 0.2107331222057986)","(15, 0.1001264361157402)",acousticness,loudness,energy
212,29,1958,1,"(10, 0.4518542080685537)","(12, 0.2368406680958925)","(7, 0.2347625190591446)",acousticness,loudness,valence
213,48,1958,1,"(3, 0.567350343693927)","(4, 0.1970853054601941)","(7, 0.1240743733084705)",loudness,acousticness,energy
214,48,1958,1,"(4, 0.3639658279279622)","(7, 0.1980566931940093)","(13, 0.1459969355891774)",valence,acousticness,loudness
215,2,1958,1,"(12, 0.3630289859209887)","(3, 0.3194073299023627)","(10, 0.2809504098974105)",acousticness,loudness,valence
216,2,1958,1,"(15, 0.5483642931537351)","(1, 0.1405527932210264)","(4, 0.0957175788417243)",acousticness,valence,loudness
217,29,1958,1,"(15, 0.3824064134490897)","(14, 0.3213147722717301)","(3, 0.2561785619543459)",acousticness,loudness,energy
